Eon,Formation,Age (Ma),Lithology,TOC (mg/g),?C org ( ‰) PDB,?C carb ( ‰) PDB',Reference Code
,Dales Gorge Member ,2500,BIF,,,-7.9,SCHI83.149
,Dales Gorge Member ,2500,BIF,,,-9.3,SCHI83.149
,Dales Gorge Member ,2500,BIF,,,-8.5,SCHI83.149
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-10.1,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.9,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-10.3,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.8,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.9,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.5,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-8.6,BECK72.577
,Dales Gorge Member ,2500,SID,,,-9.3,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9,BECK72.577
,Dales Gorge Member ,2500,SID,,,-9.4,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.4,BECK72.577
,Dales Gorge Member ,2500,SID,,,-9.3,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.1,BECK72.577
,Dales Gorge Member ,2500,SID,,,-9.3,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.2,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.8,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.9,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-10.2,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.5,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-7,BECK72.577
,Dales Gorge Member ,2500,SID,,,-7.4,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-6.8,BECK72.577
,Dales Gorge Member ,2500,SID,,,-8.3,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-6.5,BECK72.577
,Dales Gorge Member ,2500,SID,,,-7.8,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9,BECK72.577
,Dales Gorge Member ,2500,SID,,,-9.8,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.7,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-9.6,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-15,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-11.4,BECK72.577
,Dales Gorge Member ,2500,SID,,,-11.1,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-12.9,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-11.1,BECK72.577
,Dales Gorge Member ,2500,SID,,,-12.5,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-11.1,BECK72.577
,Dales Gorge Member ,2500,SID,,,-12.6,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-10.8,BECK72.577
,Dales Gorge Member ,2500,SID,,,-11,BECK72.577
,Dales Gorge Member ,2500,ANK,,,-10.9,BECK72.577
,Keewatin Group ,2500,CH,-23.2,,,OEHL721246
,Keewatin Group ,2500,SH,-25.9,,,SCHO81.696
,Keewatin Group ,2500,SH,-22.5,,,SCHO81.696
,Keewatin Group ,2500,SH,-26.9,,,SCHO81.696
,Keewatin Group ,2500,SH,-26.9,,,SCHO81.696
,Keewatin Group ,2500,SH,-24.6,,,SCHO81.696
,Keewatin Group ,2500,SH,-21,,,SCHO81.696
,Keewatin Group ,2500,SH,-25.5,,,SCHO81.696
,Keewatin Group ,2500,SH,-35.5,,,SCHO81.696
,Keewatin Group ,2500,SH,-38.3,,,SCHO81.696
,Keewatin Group ,2500,SH,-43.8,,,SCHO81.696
,Keewatin Iron Formation ,2500,CH,18,-27.1,,Haye83..93
,"Keewatin, Abitibi Belt ",2500,SH,5,-36.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,14,-40.3,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,12,-40.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,6,-41,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,14,-43.2,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,14,-43.7,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,74,-42.4,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,125,-44.3,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,125,-44.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,56,-44.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,65,-44.2,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,49,-44.2,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,138,-44.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,127,-44.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,146,-44.8,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,31,-42.9,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,34,-41.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,6,-41.7,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,2,-37.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,3,-33.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,5,-34.2,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,93,-37.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,42,-39,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,146,-40.3,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,70,-40,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,86,-41.9,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,16,-38.8,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,76,-41.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,118,-41.3,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,36,-40.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,60,-41.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,21,-39.8,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,80,-42.7,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,54,-41,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,129,-42.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,4,-37.9,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,5,-24.7,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,68,-38,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,57,-34.2,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,104,-35,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,80,-32.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,19,-25.6,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,52,-25.5,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,1,-18.9,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,2,-20.8,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,3,-18.4,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,28,-18.3,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,7,-18.7,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,20,-24.4,,STRA862653
,"Keewatin, Abitibi Belt ",2500,SH,124,-31.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-21.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-20.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-20.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-20,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-22.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-21.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-23.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,21,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-22.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-21.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,38,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-20.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,15,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,12,-21.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,15,-21.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-21.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,26,-20.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,60,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-20.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-27,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-31,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,30,-33.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,51,-34.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,41,-33.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,42,-34.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,62,-34.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,47,-34.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,51,-35.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,103,-35.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-35.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,46,-35.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,52,-35.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-34.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,15,-34.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-34.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,14,-33.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,78,-34.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,80,-33.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,66,-33.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,28,-32.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,58,-34.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,29,-32,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,47,-33,0.7,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,57,-34.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,41,-34.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,64,-33.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,27,-32.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,3,-38.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-41.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,81,-46.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,3,-41.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,32,-44.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,54,-44.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,15,-43.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-43.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-40.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-33.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-24.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-28.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-23.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-27.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,18,-27.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-28.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,19,-29.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-29,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-29.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,22,-29.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,3,-30.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-29.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,14,-29.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-28.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,22,-30.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,35,-27.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,22,-33,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,14,-31.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-33,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,33,-33.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,24,-33.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,24,-32.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,32,-32.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,18,-32.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-23.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-24.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-15.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-15.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-15.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-16.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,1,-23.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-24.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-24.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-24.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,12,-24.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-24.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-25,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-25.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-25.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,18,-24.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,26,-24.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-24.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,7,-24.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-18.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-18.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-18.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,12,-18.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,15,-18.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,45,-18,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-19.8,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-19.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,21,-17.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,4,-21.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-21.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-20,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,18,-22.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,20,-23.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,28,-23.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,17,-23.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-23.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,2,-24.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,36,-19.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,23,-21,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,22,-22.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,45,-21.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,22,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-19,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-18.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,18,-22.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,28,-21.2,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,11,-22,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,66,-28.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,24,-21.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,3,-23.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-19.4,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,13,-21,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,42,-20.5,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,8,-19.7,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,23,-18.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,10,-19.9,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-21.1,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,5,-22,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,9,-21.3,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,16,-20.6,,STRA862653
,"Keewatin, Wabigoon Belt ",2500,SH,6,-21.8,,STRA862653
,Lewin Shale Formation ,2500,SH,38,-43.1,,HAYE83..93
,Marra Mamba Iron Formation ,2500,BIF,0.3,-37.8,,HAYE83..93
,Marra Mamba Iron Formation ,2500,BIF,0.6,-39.8,,HAYE83..93
,Marra Mamba Iron Formation ,2500,BIF,14,-40,,HAYE83..93
,Marra Mamba Iron Formation ,2500,BIF,0.4,-34.2,,HAYE83..93
,Marra Mamba Iron Formation ,2500,BIF,,,-7.3,SCHI83.149
,Marra Mamba Iron Formation ,2500,CARB,,,-2.8,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-12.9,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-5.3,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10.3,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-8.3,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-10.5,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-9.1,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10.7,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-11.1,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10.3,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10.4,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-9.3,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-10.1,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-8.9,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-11.5,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-7.8,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-7.8,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-11.4,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-13.1,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-7.9,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-8.6,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-19.8,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-8.4,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-12.7,BAUR85.270
,Marra Mamba Iron Formation ,2500,CARB,,,-7.2,BAUR85.27O
,Marra Mamba Iron Formation ,2500,CARB,,,-11.2,BAUR85.270
,Mt. McRae Shale ,2500,SH,37,-32.4,,HAYE83..93
,Mt. McRae Shale ,2500,SH,65,-38.5,,HAYE83..93
,Mt. McRae Shale ,2500,SH,2.3,-34.2,,HAYE83..93
,Mt. McRae Shale ,2500,SH,45,-35.5,,HAYE83..93
,Mt. McRae Shale ,2500,SH,18,-35.2,,HAYE83..93
,Mt. McRae Shale ,2500,SH,41,-29.8,,HAYE83..93
,Mt. Sylvia Formation ,2500,BIF,0.9,-18.6,,HAYE83..93
,Mt. Sylvia Formation ,2500,BIF,,,-12,SCHI83.149
,Mt. Sylvia Formation ,2500,CARB,,,-12.2,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-13.3,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-12.4,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-12.6,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-11.4,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-13.9,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-12.6,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-13.5,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-7.6,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-12.7,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-13.5,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-20.7,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-16.8,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-22,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-9.4,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-5.8,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-14.1,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-7.7,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-21.1,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-9.1,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-12.5,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-10.2,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-18.4,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-14.2,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-11.2,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-11.4,BAUR85.270
,Mt. Sylvia Formation ,2500,CARB,,,-12.6,BAUR85.27O
,Mt. Sylvia Formation ,2500,CARB,,,-9.1,BAUR85.270
,Pillingani Tuff ,2500,CH,,,-1.6,VEIZ761387
,Turee Creek Group ,2500,CARB,0.1,-28.4,,HAYE83..93
,Wittenooirl Dolomite ,2500,CH,-29,,,OEHL721246
,Wittenooirl Dolomite ,2500,CH,-31.2,,,OEHL721246
,Wittenooirl Dolomite ,2500,CH,-30.2,,,OEHL721246
,Wittenooirl Dolomite ,2500,DOL,0.2,-29.1,,HAYE83..93
,Wittenooirl Dolomite ,2500,DOL,7.3,-34.2,,HAYE83..93
,Wittenooirl Dolomite ,2500,DOL,21,-32.8,,HAYE83..93
,Wittenooirl Dolomite ,2500,DOL,2.2,-43,,HAYE83..93
,Wittenooirl Dolomite ,2500,DOL,3.6,-32.1,,HAYE83..93
,Wittenooirl Dolomite ,2500,SH,14,-36,,HAYE83..93
,Wittenooirl Dolomite ,2500,DOL,,,0.5,SCHI83.149
,Wittenooirl Dolomite ,2500,DOL,,,-0.1,SCHI83.149
,Wittenooirl Dolomite ,2500,DOL,,,0.4,SCHI83.149
,Wittenooirl Dolomite ,2500,DOL,,,-0.1,SCHI83.149
,Wittenooirl Dolomite ,2500,DOL,,,0.3,BAUR85.270
,Wittenooirl Dolomite ,2500,DOL,,,0.5,BAUR85.270
,Wittenooirl Dolomite ,2500,DOL,,,0.6,BAUR85.270
,Wittenooirl Dolomite ,2500,DOL,,,-0.1,VEIZ761387
,Wittenooirl Dolomite ,2500,DOL,,,0.1,VEIZ761387
,Wittenooirl Dolomite ,2500,DOL,,,-0.2,VEIZ761387
,Wittenooirl Dolomite ,2500,LS,,,-4.9,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-4.7,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-6.4,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-4.7,BECK72.577
,Wittenooirl Dolomite ,2500,DOL,,,-5.7,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.1,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.8,BECK 72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.8,BECK72.577
,Wittenooirl Dolomite ,2500,DOL,,,-1.6,BECK 72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.8,BECK72.577
,Wittenooirl Dolomite ,2500,DOL,,,-1.8,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-6.3,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-0.8,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-0.1,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.6,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.2,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-0.3,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-1.1,BECK72.577
,Wittenooirl Dolomite ,2500,LS,,,-0.8,BECK72.577
,Wittenooirl Dolomite ,2500,DOL,,,0.1,BECK72.577
,Wittenooirl Dolomite ,2500,DOL,,,0.4,BECK72.577
,Yellowknife Supergroup ,2500,CARB,0.3,-15.9,,HAYE83..93
,Yellowknife Supergroup ,2500,CARB,,,1.8,SCHI83.149
,Brockman Iron Formation ,2550,CH,,-33.4,,OEHL721246
,Brockman Iron Formation ,2550,CH,,-29.3,,OEHL721246
,Brockman Iron Formation ,2550,SH,5.2,-31.4,,HAYE83..93
,Brockman Iron Formation ,2550,SH,14,-31.1,,HAYE83..93
,Brockman Iron Formation ,2550,SH,15,-30.9,,HAYE83..93
,Brockman Iron Formation ,2550,SH,14,-33.2,,HAYE83..93
,Brockman Iron Formation ,2550,SH,2,-31.1,,HAYE83..93
,Brockman Iron Formation ,2550,SH,1.6,-30.8,,HAYE83..93
